,Label,Model,Year,HP,Min cost,Max cost
2833,Volvo,XC90,2012,240,12.265,17.342
2834,Volvo,XC70,2010,235,8.847,13.625
2835,Volvo,V60,2017,240,21.256,40.741
2836,Volvo,V60,2015,240,17.156,27.586
2837,Volvo,S40,2009,168,5.974,7.021
2838,Volvo,S60,2011,300,9.331,9.438
2839,BMW,Z4,2019,255,54.95,54.95
2840,Volvo,V90,2020,250,53.385,57.836
2841,Volvo,XC90,2011,235,8.936,10.75
2842,Audi,TT,2010,200,11.011,15.07
2843,Volvo,XC60,2010,235,7.706,8.997
2844,Chevrolet,Suburban,2009,310,10.906,18.14
2845,Volvo,XC60,2010,235,7.706,8.997
2846,Volvo,S40,2011,227,7.053,12.446
2847,Volvo,XC70,2009,235,8.234,14.194
2848,Volvo,V60,2016,240,17.642,34.402
2849,Volvo,S40,2008,168,4.29,8.736
2850,Volvo,XC60,2021,250,41.7,69.5
2851,Volvo,S60,2009,208,6.712,7.449
2852,BMW,Z4,2016,240,31.394,40.57
2853,Volvo,V90,2019,250,45.275,51.926
2854,Volvo,XC90,2010,235,8.662,15.11
2855,Volvo,S40,2010,168,5.831,10.031
2856,Chevrolet,Suburban,2008,310,10.212,14.65
2857,Volvo,XC70,2016,240,20.219,28.501
2858,Audi,TT,2009,200,7.302,15.931
2859,Volvo,V60,2015,240,17.156,27.586
2860,Volvo,XC70,2008,235,5.933,5.957
2861,Volvo,XC70,2016,240,20.219,28.501
2862,Volvo,S40,2007,168,4.533,7.939
2863,Volvo,S60,2008,208,6.079,11.501
2864,Volvo,XC60,2021,250,41.7,69.5
2865,Volvo,XC60,2020,250,42.976,67.92
2866,BMW,Z4,2015,240,26.291,32.07
2867,Volvo,V90,2018,250,37.721,49.421
2868,Volvo,S40,2009,168,5.974,7.021
2869,Volvo,V70,2010,235,6.972,12.475
2870,Volvo,XC90,2009,235,7.267,16.416
2871,Volvo,XC70,2015,240,19.331,28.847
2872,Volvo,XC70,2015,240,19.331,28.847
2873,Chevrolet,Suburban,2007,310,8.906,12.598
2874,Audi,TT,2008,200,8.554,11.604
2875,Volvo,S60,2007,208,4.637,10.738
2876,Volvo,XC60,2020,250,42.976,67.92
2877,Volvo,XC60,2019,250,38.215,52.342
2878,Volvo,XC90,2008,235,6.557,14.438
2879,Volvo,XC70,2014,240,15.51,21.968
2880,Volvo,V70,2008,235,6.03,6.03
2881,BMW,Z4,2014,240,22.836,29.594
2882,Volvo,S40,2008,168,4.29,8.736
2883,Volvo,XC70,2014,240,15.51,21.968
2884,Volvo,C30,2013,227,11.945,16.953
2885,Volvo,V70,2010,235,6.972,12.475
2886,Volvo,XC60,2019,250,38.215,52.342
2887,Volvo,XC60,2018,250,37.223,49.733
2888,Volvo,XC90,2007,235,5.328,9.528
2889,Volvo,S40,2007,168,4.533,7.939
2890,Volvo,XC70,2013,240,14.281,19.367
2891,BMW,Z4,2013,240,18.142,23.958
2892,Volvo,C30,2012,227,10.712,14.574
2893,Ford,Mustang,2021,310,27.205,70.3
2894,Volvo,XC70,2013,240,14.281,19.367
2895,Volvo,V70,2008,235,6.03,6.03
2896,Volvo,XC60,2017,240,26.016,31.718
2897,Volvo,XC60,2018,250,37.223,49.733
2898,Volvo,S80,2016,240,19.567,21.785
2899,Volvo,XC70,2012,240,11.056,14.527
2900,Volvo,C30,2013,227,11.945,16.953
2901,Volvo,S60,2021,250,38.95,64.8
2902,Volvo,XC90,2021,250,49,70.25
2903,Volvo,C30,2011,227,8.487,14.478
2904,BMW,Z4,2012,240,20.636,22.546
2905,Volvo,XC40,2021,187,33.7,53.99
2906,Volvo,XC60,2016,240,19.291,30.378
2907,Chevrolet,Tahoe,2021,277,49.6,72.7
2908,Volvo,XC70,2012,240,11.056,14.527
2909,Ford,Mustang,2020,310,31.046,92.553
2910,Volvo,S80,2015,240,16.808,27.42
2911,Volvo,XC70,2011,240,8.359,13.076
2912,Volvo,C30,2012,227,10.712,14.574
2913,Volvo,XC60,2017,240,26.016,31.718
2914,Volvo,C30,2010,227,7.183,8.057
2915,Volvo,S60,2020,250,36.077,59.959
2916,Volvo,XC40,2020,187,36.446,45.116
2917,Volvo,XC70,2011,240,8.359,13.076
2918,Volvo,XC60,2015,240,16.99,24.923
2919,Volvo,XC90,2020,250,50.521,74.401
2920,BMW,Z4,2011,255,15.375,18.45
2921,Volvo,V90,2021,250,51.8,57.8
2922,Volvo,S80,2014,240,14.931,18.694
2923,Volvo,C30,2011,227,8.487,14.478
2924,Volvo,XC70,2010,235,8.847,13.625
2925,Chevrolet,Tahoe,2020,355,50.843,70.619
2926,Volvo,XC60,2016,240,19.291,30.378
2927,Volvo,C30,2009,227,6.682,10.62
2928,Volvo,S60,2019,250,32.329,45.676
2929,Volvo,S60,2021,250,38.95,64.8
2930,Ford,Mustang,2019,310,28.491,46.27
2931,Volvo,V90,2020,250,53.385,57.836
2932,Volvo,XC70,2010,235,8.847,13.625
2933,Volvo,XC40,2019,187,35.389,40.872
2934,BMW,Z4,2010,255,13.754,15.514
2935,Volvo,XC60,2014,240,15.073,20.872
2936,Volvo,C30,2010,227,7.183,8.057
2937,Volvo,XC90,2019,250,45.254,91.24
2938,Volvo,S80,2013,240,12.14,15.232
2939,Volvo,V90,2021,250,51.8,57.8
2940,Volvo,XC70,2009,235,8.234,14.194
2941,Volvo,C30,2008,227,3.582,8.016
2942,Volvo,XC60,2015,240,16.99,24.923
2943,Volvo,S60,2020,250,36.077,59.959
2944,Volvo,S60,2018,240,24.745,45.333
2945,Chevrolet,Tahoe,2019,355,46.97,66.394
2946,Volvo,V90,2019,250,45.275,51.926
2947,Volvo,XC70,2009,235,8.234,14.194
2948,Ford,Mustang,2018,310,26.514,59.112
2949,Volvo,C30,2009,227,6.682,10.62
2950,Volvo,XC60,2013,240,13.149,18.377
2951,BMW,Z4,2009,255,12.07,13.499
2952,Volvo,S80,2012,240,9.784,18.955
2953,Volvo,V90,2020,250,53.385,57.836
2954,Volvo,XC70,2008,235,5.933,5.957
2955,Volvo,XC90,2018,250,38.655,86.112
2956,Volvo,XC60,2014,240,15.073,20.872
2957,Volvo,XC70,2008,235,5.933,5.957
2958,Volvo,S60,2019,250,32.329,45.676
2959,Volvo,S60,2017,240,22.319,40.358
2960,Volvo,V90,2018,250,37.721,49.421
2961,Volvo,S80,2011,240,7.951,8.766
2962,Ford,Mustang,2017,300,24.355,53.05
2963,Volvo,C30,2008,227,3.582,8.016
2964,Volvo,XC60,2012,240,10.614,15.609
2965,Volvo,V90,2019,250,45.275,51.926
2966,BMW,Z4,2008,215,9.79,23.149
2967,Chevrolet,Tahoe,2018,355,44.221,60.541
2968,Volvo,XC60,2013,240,13.149,18.377
2969,Volvo,S60,2018,240,24.745,45.333
2970,Volvo,XC90,2017,250,32.064,68.319
2971,Ford,Mustang,2016,300,21.675,44.809
2972,Volvo,S60,2016,240,17.64,33.232
2973,Volvo,S80,2010,235,7.12,11.977
2974,Volvo,XC60,2011,240,8.446,17.83
2975,Volvo,C30,2013,227,11.945,16.953
2976,Volvo,V90,2018,250,37.721,49.421
2977,Volvo,XC60,2012,240,10.614,15.609
2978,Volvo,S60,2017,240,22.319,40.358
2979,Volvo,XC90,2016,250,30.152,40.679
2980,Volvo,S60,2015,240,15.161,23.433
2981,Chevrolet,Tahoe,2017,355,39.238,51.462
2982,Volvo,S80,2009,235,7.311,9.946
2983,Volvo,C30,2012,227,10.712,14.574
2984,Volvo,XC60,2010,235,7.706,8.997
2985,Volvo,C70,2013,227,16.427,21.555
2986,Volvo,XC60,2011,240,8.446,17.83
2987,Volvo,XC90,2014,240,16.967,20.627
2988,Volvo,S60,2014,250,13.611,21.304
2989,Ford,Mustang,2015,300,20.768,30.045
2990,Volvo,C30,2011,227,8.487,14.478
2991,Volvo,S60,2016,240,17.64,33.232
2992,Volvo,XC90,2021,250,49,70.25
2993,Chevrolet,Tahoe,2016,355,35.758,47.311
2994,Volvo,S80,2008,235,5.316,7.192
2995,Volvo,XC70,2016,240,20.219,28.501
2996,Volvo,C70,2012,227,12.77,13.741
2997,Volvo,XC90,2021,250,49,70.25
2998,Volvo,XC40,2021,187,33.7,53.99
2999,Volvo,C30,2010,227,7.183,8.057
3000,Volvo,XC90,2013,240,13.701,18.34
3001,Volvo,S60,2013,250,10.571,15.494
3002,Volvo,XC60,2010,235,7.706,8.997
3003,Volvo,S60,2015,240,15.161,23.433
3004,Chevrolet,Tahoe,2015,355,31.324,40.977
3005,Ford,Mustang,2014,305,16.27,43.87
3006,Volvo,XC90,2020,250,50.521,74.401
3007,Volvo,S80,2007,235,4.437,4.7
3008,Volvo,C70,2011,227,9.84,9.84
3009,Volvo,XC90,2020,250,50.521,74.401
3010,Volvo,C70,2013,227,16.427,21.555
3011,Volvo,XC40,2020,187,36.446,45.116
3012,Volvo,XC70,2015,240,19.331,28.847
